Date,Year,Month,Region,CustomerSegment,Channel,Category,SubCategory,Product,Quantity,UnitPrice,DiscountRate,Sales,Cost,Profit
2024-07-12,2024,7,San Jose,Home Office,In-Store,Furniture,Furniture,Conference Table,1,905.9,0.13,788.13,610.68,177.45
2024-07-05,2024,7,Los Angeles,Consumer,In-Store,Electronics,Electronics,Samsung Galaxy S23,5,239.96,0.03,1163.81,967.19,196.62
2024-12-05,2024,12,San Jose,Consumer,Online,Electronics,Electronics,Samsung Galaxy S23,50,613.66,0.14,26387.38,19292.25,7095.13
2024-07-11,2024,7,New York,Consumer,Online,Furniture,Furniture,Office Chair,85,720.16,0.08,56316.51,39229.48,17087.03
2025-01-07,2025,1,Dallas,Home Office,In-Store,Furniture,Furniture,Conference Table,6,768.89,0.07,4290.41,2948.54,1341.87
2024-11-03,2024,11,San Diego,Small Business,Online,Clothing,Clothing,Men's T-Shirt,74,669.54,0.12,43600.44,27282.73,16317.71
2023-04-19,2023,4,Los Angeles,Home Office,In-Store,Clothing,Clothing,Women's Jeans,57,135.55,0.12,6799.19,5982.15,817.04
2024-06-05,2024,6,Dallas,Corporate,In-Store,Clothing,Clothing,Sneakers,9,642.51,0.18,4741.72,3533.83,1207.89
2023-02-04,2023,2,Houston,Corporate,In-Store,Office Supplies,Office Supplies,Stapler,3,543.56,0.23,1255.62,764.64,490.98
2025-06-24,2025,6,San Jose,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,32,923.32,0.04,28364.39,21466.38,6898.01
2024-06-24,2024,6,San Diego,Home Office,In-Store,Clothing,Clothing,Men's T-Shirt,70,430.64,0.08,27733.22,17864.48,9868.74
2024-07-03,2024,7,San Jose,Small Business,In-Store,Furniture,Furniture,Office Chair,56,49.69,0.26,2059.15,1406.49,652.66
2023-09-01,2023,9,San Antonio,Home Office,Online,Furniture,Furniture,Office Chair,17,644.62,0.03,10629.78,8356.13,2273.65
2025-10-11,2025,10,Dallas,Small Business,Online,Clothing,Clothing,Men's T-Shirt,3,155.71,0.1,420.42,323.0,97.42
2023-11-23,2023,11,New York,Consumer,Online,Furniture,Furniture,Conference Table,65,362.18,0.01,23306.28,18407.08,4899.2
2024-11-28,2024,11,Houston,Home Office,In-Store,Electronics,Electronics,GoPro HERO11,55,505.67,0.03,26977.49,20688.98,6288.51
2024-05-24,2024,5,New York,Small Business,In-Store,Clothing,Clothing,Jacket,66,896.95,0.22,46174.99,41121.43,5053.56
2023-07-26,2023,7,Los Angeles,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,68,396.24,0.18,22094.34,19072.34,3022.0
2023-02-22,2023,2,San Diego,Corporate,In-Store,Clothing,Clothing,Socks,56,465.04,0.14,22396.33,17388.55,5007.78
2025-08-04,2025,8,Houston,Small Business,In-Store,Furniture,Furniture,File Cabinet,39,712.31,0.17,23057.47,19390.32,3667.15
2025-03-16,2025,3,San Jose,Corporate,In-Store,Electronics,Electronics,Fitbit Versa 4,84,974.21,0.09,74468.61,65399.99,9068.62
2025-11-03,2025,11,Houston,Corporate,Online,Clothing,Clothing,Men's T-Shirt,43,890.76,0.3,26811.88,20322.07,6489.81
2023-12-26,2023,12,San Jose,Corporate,Online,Furniture,Furniture,Bookshelf,97,805.03,0.09,71060.0,61965.05,9094.95
2024-03-17,2024,3,New York,Corporate,Online,Electronics,Electronics,Fitbit Versa 4,26,460.76,0.13,10422.39,7245.53,3176.86
2025-01-01,2025,1,San Diego,Small Business,Online,Furniture,Furniture,Conference Table,61,62.74,0.02,3750.6,2549.42,1201.18
2024-05-16,2024,5,Los Angeles,Consumer,In-Store,Office Supplies,Office Supplies,Printer Paper,5,332.94,0.02,1631.41,1207.8,423.61
2024-03-12,2024,3,Philadelphia,Consumer,In-Store,Electronics,Electronics,Dell XPS 13,47,56.47,0.12,2335.6,1442.84,892.76
2023-12-23,2023,12,San Antonio,Small Business,Online,Furniture,Furniture,Standing Desk,76,819.59,0.07,57928.62,48842.18,9086.44
2025-07-26,2025,7,Los Angeles,Small Business,In-Store,Clothing,Clothing,Women's Jeans,52,327.51,0.04,16349.3,12907.01,3442.29
2025-08-02,2025,8,New York,Consumer,Online,Office Supplies,Office Supplies,Notebook,61,160.89,0.21,7753.29,6063.86,1689.43
2023-11-07,2023,11,Los Angeles,Home Office,Online,Furniture,Furniture,File Cabinet,50,60.76,0.14,2612.68,1697.63,915.05
2024-01-26,2024,1,San Antonio,Corporate,In-Store,Electronics,Electronics,Dell XPS 13,73,637.91,0.18,38185.29,26222.91,11962.38
2024-10-23,2024,10,Philadelphia,Home Office,Online,Clothing,Clothing,Women's Jeans,89,279.86,0.06,23413.09,20379.82,3033.27
2025-09-14,2025,9,Philadelphia,Consumer,Online,Electronics,Electronics,Kindle Paperwhite,29,847.2,0.02,24077.42,21329.42,2748.0
2024-02-10,2024,2,Philadelphia,Small Business,Online,Office Supplies,Office Supplies,Stapler,55,233.53,0.29,9119.35,7193.49,1925.86
2025-01-01,2025,1,Chicago,Consumer,Online,Electronics,Electronics,Sony WH-1000XM5,59,23.01,0.08,1248.98,1044.69,204.29
2025-02-14,2025,2,San Diego,Corporate,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,56,429.58,0.11,21410.27,14772.67,6637.6
2025-12-04,2025,12,San Antonio,Consumer,In-Store,Furniture,Furniture,Conference Table,13,182.97,0.03,2307.25,1538.77,768.48
2023-03-30,2023,3,Los Angeles,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,59,216.34,0.09,11615.29,7115.69,4499.6
2025-05-26,2025,5,Philadelphia,Corporate,Online,Furniture,Furniture,File Cabinet,59,929.19,0.05,52081.1,34964.38,17116.72
2024-06-11,2024,6,Los Angeles,Consumer,Online,Clothing,Clothing,Jacket,73,113.44,0.02,8115.5,6166.45,1949.05
2024-06-26,2024,6,Phoenix,Small Business,In-Store,Furniture,Furniture,File Cabinet,65,175.9,0.0,11433.5,9154.28,2279.22
2024-07-22,2024,7,Phoenix,Consumer,Online,Furniture,Furniture,Conference Table,21,508.6,0.29,7583.23,6478.44,1104.79
2025-09-17,2025,9,Philadelphia,Corporate,Online,Electronics,Electronics,Sony WH-1000XM5,21,327.23,0.18,5634.9,4934.65,700.25
2025-02-19,2025,2,Houston,Corporate,In-Store,Electronics,Electronics,Nikon D3500 DSLR,40,305.66,0.01,12104.14,8739.15,3364.99
2023-02-21,2023,2,Chicago,Corporate,In-Store,Electronics,Electronics,Sony WH-1000XM5,35,91.87,0.09,2926.06,2465.72,460.34
2023-06-14,2023,6,Houston,Consumer,In-Store,Clothing,Clothing,Women's Jeans,52,164.17,0.19,6914.84,6221.21,693.63
2025-10-23,2025,10,San Jose,Consumer,In-Store,Furniture,Furniture,Standing Desk,33,578.97,0.18,15666.93,11778.34,3888.59
2023-02-17,2023,2,Philadelphia,Consumer,In-Store,Electronics,Electronics,Samsung Galaxy S23,44,846.79,0.06,35023.23,27134.99,7888.24
2024-06-21,2024,6,Los Angeles,Home Office,In-Store,Furniture,Furniture,Standing Desk,25,835.76,0.26,15461.56,12727.27,2734.29
2024-08-24,2024,8,San Diego,Home Office,In-Store,Clothing,Clothing,Socks,91,708.97,0.29,45806.55,40746.15,5060.4
2023-07-19,2023,7,San Diego,Corporate,In-Store,Electronics,Electronics,MacBook Pro 16,75,401.7,0.25,22595.62,18504.49,4091.13
2025-04-27,2025,4,Houston,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,7,606.35,0.03,4117.12,2785.31,1331.81
2025-06-13,2025,6,San Antonio,Corporate,In-Store,Electronics,Electronics,Sony WH-1000XM5,3,637.25,0.12,1682.34,1231.0,451.34
2024-09-12,2024,9,New York,Consumer,In-Store,Furniture,Furniture,Bookshelf,11,735.12,0.13,7035.1,5721.87,1313.23
2024-07-19,2024,7,Dallas,Small Business,In-Store,Office Supplies,Office Supplies,Desk Lamp,54,303.95,0.15,13951.3,9390.39,4560.91
2023-10-13,2023,10,Dallas,Small Business,Online,Office Supplies,Office Supplies,Notebook,36,501.12,0.25,13530.24,12001.9,1528.34
2024-03-18,2024,3,Phoenix,Consumer,Online,Clothing,Clothing,Jacket,86,887.46,0.17,63346.89,38805.04,24541.85
2023-11-07,2023,11,Phoenix,Small Business,In-Store,Office Supplies,Office Supplies,Printer Paper,64,263.18,0.07,15664.47,11043.45,4621.02
2025-03-30,2025,3,Houston,Small Business,Online,Furniture,Furniture,File Cabinet,88,318.92,0.27,20487.42,17143.75,3343.67
2024-11-27,2024,11,Los Angeles,Consumer,Online,Office Supplies,Office Supplies,Desk Lamp,36,77.8,0.26,2072.59,1701.47,371.12
2025-04-07,2025,4,New York,Corporate,In-Store,Office Supplies,Office Supplies,Notebook,35,886.98,0.13,27008.54,22331.52,4677.02
2024-04-02,2024,4,Phoenix,Consumer,Online,Clothing,Clothing,Men's T-Shirt,94,681.47,0.27,46762.47,37605.36,9157.11
2023-06-08,2023,6,Houston,Consumer,Online,Office Supplies,Office Supplies,Printer Paper,92,112.56,0.15,8802.19,6232.22,2569.97
2024-01-29,2024,1,Dallas,Small Business,In-Store,Furniture,Furniture,Office Chair,3,843.71,0.21,1999.59,1338.71,660.88
2023-03-01,2023,3,San Diego,Home Office,In-Store,Clothing,Clothing,Sneakers,40,383.97,0.18,12594.22,9239.21,3355.01
2023-04-25,2023,4,New York,Consumer,Online,Clothing,Clothing,Sneakers,50,573.91,0.02,28121.59,17900.4,10221.19
2024-07-29,2024,7,Dallas,Consumer,In-Store,Electronics,Electronics,GoPro HERO11,97,406.66,0.03,38262.64,24806.26,13456.38
2025-10-05,2025,10,Houston,Small Business,In-Store,Electronics,Electronics,Nikon D3500 DSLR,25,669.25,0.26,12381.12,10493.5,1887.62
2023-03-05,2023,3,Chicago,Consumer,In-Store,Office Supplies,Office Supplies,Desk Lamp,14,143.84,0.22,1570.73,965.56,605.17
2025-01-09,2025,1,San Antonio,Consumer,In-Store,Clothing,Clothing,Socks,45,30.49,0.25,1029.04,702.21,326.83
2023-03-04,2023,3,Houston,Small Business,Online,Office Supplies,Office Supplies,Desk Lamp,29,288.58,0.06,7866.69,5825.26,2041.43
2025-11-08,2025,11,Philadelphia,Home Office,In-Store,Clothing,Clothing,Men's T-Shirt,49,84.79,0.17,3448.41,2293.24,1155.17
2025-06-23,2025,6,San Diego,Consumer,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,22,327.67,0.21,5694.9,4127.57,1567.33
2025-05-15,2025,5,New York,Home Office,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,58,229.98,0.14,11471.4,9337.97,2133.43
2024-09-03,2024,9,San Diego,Consumer,In-Store,Office Supplies,Office Supplies,Notebook,86,162.84,0.06,13163.99,11365.28,1798.71
2025-07-20,2025,7,New York,Consumer,In-Store,Electronics,Electronics,Kindle Paperwhite,3,434.46,0.22,1016.64,691.99,324.65
2024-09-09,2024,9,Dallas,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,66,300.49,0.2,15865.87,12315.97,3549.9
2023-12-31,2023,12,Houston,Small Business,Online,Office Supplies,Office Supplies,Notebook,40,967.85,0.24,29422.64,19388.26,10034.38
2024-06-12,2024,6,San Jose,Consumer,In-Store,Furniture,Furniture,Standing Desk,89,731.62,0.11,57951.62,39233.4,18718.22
2023-04-03,2023,4,New York,Corporate,In-Store,Clothing,Clothing,Sneakers,47,569.79,0.25,20085.1,16664.99,3420.11
2024-01-01,2024,1,Houston,Small Business,Online,Electronics,Electronics,Nikon D3500 DSLR,47,717.07,0.19,27298.85,19841.82,7457.03
2023-12-13,2023,12,San Antonio,Corporate,In-Store,Electronics,Electronics,Fitbit Versa 4,44,337.8,0.17,12336.46,7603.01,4733.45
2024-03-18,2024,3,Chicago,Corporate,In-Store,Furniture,Furniture,Standing Desk,78,156.59,0.08,11236.9,9500.6,1736.3
2025-12-05,2025,12,Philadelphia,Home Office,Online,Clothing,Clothing,Jacket,97,825.63,0.09,72878.36,58511.46,14366.9
2025-12-17,2025,12,San Jose,Small Business,Online,Clothing,Clothing,Men's T-Shirt,77,208.96,0.2,12871.94,10911.62,1960.32
2023-06-03,2023,6,Philadelphia,Small Business,Online,Office Supplies,Office Supplies,Desk Lamp,45,69.6,0.01,3100.68,2732.36,368.32
2024-10-26,2024,10,New York,Small Business,Online,Furniture,Furniture,Conference Table,86,720.25,0.01,61322.08,39498.21,21823.87
2023-03-25,2023,3,Phoenix,Small Business,Online,Electronics,Electronics,GoPro HERO11,52,395.03,0.25,15406.17,12333.99,3072.18
2025-10-14,2025,10,Dallas,Small Business,Online,Clothing,Clothing,Jacket,95,994.67,0.17,78429.73,59894.61,18535.12
2023-06-07,2023,6,Houston,Home Office,Online,Electronics,Electronics,Kindle Paperwhite,50,537.97,0.13,23401.69,20661.02,2740.67
2025-09-04,2025,9,New York,Home Office,In-Store,Clothing,Clothing,Women's Jeans,93,330.8,0.23,23688.59,15673.76,8014.83
2023-06-13,2023,6,Los Angeles,Corporate,Online,Furniture,Furniture,Standing Desk,59,95.13,0.24,4265.63,3141.22,1124.41
2024-11-25,2024,11,San Jose,Small Business,Online,Furniture,Furniture,Office Chair,42,125.43,0.04,5057.34,4439.01,618.33
2023-08-02,2023,8,Houston,Consumer,Online,Electronics,Electronics,Samsung Galaxy S23,78,717.66,0.19,45341.76,29662.49,15679.27
2025-02-21,2025,2,Phoenix,Home Office,In-Store,Furniture,Furniture,Bookshelf,18,686.85,0.18,10137.91,8021.24,2116.67
2024-07-16,2024,7,Dallas,Small Business,Online,Clothing,Clothing,Women's Jeans,98,542.82,0.27,38833.34,24949.23,13884.11
2024-11-08,2024,11,Los Angeles,Small Business,In-Store,Clothing,Clothing,Jacket,62,532.83,0.28,23785.53,16300.0,7485.53
2024-11-01,2024,11,Phoenix,Corporate,Online,Electronics,Electronics,Samsung Galaxy S23,40,410.92,0.21,12985.07,11347.23,1637.84
2024-08-02,2024,8,Los Angeles,Corporate,Online,Clothing,Clothing,Men's T-Shirt,80,868.85,0.24,52826.08,42087.25,10738.83
2023-06-20,2023,6,Los Angeles,Small Business,In-Store,Office Supplies,Office Supplies,Notebook,60,583.09,0.11,31137.01,19664.89,11472.12
2025-05-30,2025,5,Phoenix,Home Office,Online,Electronics,Electronics,Fitbit Versa 4,70,960.72,0.23,51782.81,44132.61,7650.2
2025-12-25,2025,12,San Diego,Home Office,In-Store,Electronics,Electronics,iPhone 14 Pro,60,177.93,0.19,8647.4,6962.24,1685.16
2023-01-03,2023,1,Philadelphia,Small Business,In-Store,Furniture,Furniture,Standing Desk,28,546.54,0.01,15150.09,9488.02,5662.07
2025-12-19,2025,12,Phoenix,Home Office,Online,Clothing,Clothing,Sneakers,71,589.99,0.09,38119.25,29929.49,8189.76
2024-05-26,2024,5,San Antonio,Small Business,In-Store,Office Supplies,Office Supplies,Desk Lamp,48,439.36,0.04,20245.71,14393.43,5852.28
2023-07-07,2023,7,Dallas,Corporate,Online,Furniture,Furniture,File Cabinet,79,304.47,0.24,18280.38,13107.08,5173.3
2025-08-16,2025,8,San Jose,Home Office,Online,Clothing,Clothing,Socks,59,880.8,0.25,38975.4,28342.83,10632.57
2024-06-28,2024,6,New York,Consumer,Online,Clothing,Clothing,Women's Jeans,39,896.76,0.16,29377.86,18933.83,10444.03
2023-09-24,2023,9,Philadelphia,Home Office,Online,Electronics,Electronics,iPhone 14 Pro,94,748.09,0.27,51333.94,43066.24,8267.7
2023-08-01,2023,8,Philadelphia,Home Office,In-Store,Clothing,Clothing,Socks,72,584.97,0.18,34536.63,24215.12,10321.51
2025-11-30,2025,11,San Diego,Home Office,Online,Furniture,Furniture,Bookshelf,24,834.45,0.06,18825.19,11873.42,6951.77
2023-06-10,2023,6,San Jose,Small Business,Online,Clothing,Clothing,Men's T-Shirt,30,315.82,0.09,8621.89,5327.23,3294.66
2025-09-16,2025,9,Chicago,Small Business,Online,Furniture,Furniture,Conference Table,59,105.67,0.24,4738.24,4254.99,483.25
2024-12-08,2024,12,Chicago,Consumer,Online,Furniture,Furniture,File Cabinet,98,327.07,0.24,24360.17,15218.08,9142.09
2024-05-28,2024,5,San Antonio,Corporate,Online,Electronics,Electronics,Fitbit Versa 4,76,338.29,0.3,17997.03,14821.92,3175.11
2023-09-03,2023,9,Houston,Home Office,In-Store,Electronics,Electronics,Fitbit Versa 4,6,882.96,0.28,3814.39,2828.86,985.53
2023-11-23,2023,11,Los Angeles,Consumer,Online,Office Supplies,Office Supplies,Ballpoint Pen,59,86.77,0.12,4505.1,3068.37,1436.73
2025-06-09,2025,6,San Antonio,Small Business,Online,Clothing,Clothing,Sneakers,25,757.41,0.13,16473.67,11740.86,4732.81
2023-07-03,2023,7,New York,Corporate,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,68,723.64,0.17,40842.24,35803.98,5038.26
2024-12-31,2024,12,New York,Home Office,In-Store,Clothing,Clothing,Socks,81,471.95,0.19,30964.64,22914.12,8050.52
2023-05-20,2023,5,San Antonio,Consumer,Online,Furniture,Furniture,Bookshelf,53,120.48,0.06,6002.31,4186.12,1816.19
2024-01-23,2024,1,Phoenix,Home Office,Online,Clothing,Clothing,Women's Jeans,96,473.55,0.24,34550.21,27725.39,6824.82
2025-08-10,2025,8,Dallas,Corporate,Online,Clothing,Clothing,Jacket,79,543.59,0.14,36931.5,25353.24,11578.26
2025-10-19,2025,10,San Jose,Home Office,Online,Clothing,Clothing,Sneakers,37,965.34,0.22,27859.71,24014.52,3845.19
2025-11-07,2025,11,Dallas,Corporate,Online,Clothing,Clothing,Men's T-Shirt,14,693.9,0.1,8743.14,6075.89,2667.25
2024-07-31,2024,7,Chicago,Small Business,Online,Clothing,Clothing,Men's T-Shirt,6,869.29,0.17,4329.06,3353.25,975.81
2024-08-08,2024,8,Phoenix,Home Office,Online,Electronics,Electronics,Kindle Paperwhite,38,68.35,0.24,1973.95,1693.27,280.68
2024-02-09,2024,2,Phoenix,Corporate,In-Store,Clothing,Clothing,Sneakers,38,568.88,0.06,20320.39,14490.75,5829.64
2023-10-26,2023,10,Chicago,Small Business,In-Store,Office Supplies,Office Supplies,Printer Paper,82,559.5,0.09,41749.89,36161.74,5588.15
2023-08-29,2023,8,Dallas,Small Business,Online,Clothing,Clothing,Men's T-Shirt,16,614.29,0.12,8649.2,7483.77,1165.43
2025-06-04,2025,6,San Diego,Home Office,Online,Office Supplies,Office Supplies,Ballpoint Pen,52,445.24,0.28,16669.79,13024.26,3645.53
2025-04-25,2025,4,San Diego,Consumer,Online,Furniture,Furniture,Standing Desk,89,323.97,0.25,21625.0,15212.52,6412.48
2023-12-28,2023,12,New York,Home Office,In-Store,Office Supplies,Office Supplies,Notebook,85,830.64,0.1,63543.96,46844.06,16699.9
2025-06-13,2025,6,Chicago,Consumer,Online,Furniture,Furniture,File Cabinet,71,364.38,0.04,24836.14,16653.97,8182.17
2025-01-31,2025,1,Phoenix,Home Office,Online,Clothing,Clothing,Socks,57,275.05,0.21,12385.5,8585.67,3799.83
2023-08-04,2023,8,New York,Home Office,Online,Electronics,Electronics,Dell XPS 13,74,267.28,0.01,19580.93,16185.19,3395.74
2024-12-19,2024,12,San Antonio,Consumer,In-Store,Office Supplies,Office Supplies,Stapler,74,137.41,0.16,8541.41,5813.67,2727.74
2025-10-02,2025,10,San Jose,Home Office,In-Store,Electronics,Electronics,MacBook Pro 16,64,522.69,0.06,31445.03,26632.15,4812.88
2023-08-09,2023,8,San Antonio,Home Office,In-Store,Electronics,Electronics,Dell XPS 13,28,475.32,0.2,10647.17,7618.28,3028.89
2023-04-13,2023,4,Chicago,Corporate,Online,Office Supplies,Office Supplies,Notebook,64,41.31,0.02,2590.96,2331.7,259.26
2023-09-23,2023,9,Chicago,Consumer,Online,Clothing,Clothing,Sneakers,15,460.0,0.28,4968.0,4029.89,938.11
2024-08-27,2024,8,Chicago,Small Business,Online,Electronics,Electronics,Kindle Paperwhite,13,886.17,0.03,11174.6,9614.0,1560.6
2023-02-21,2023,2,Chicago,Home Office,In-Store,Electronics,Electronics,Kindle Paperwhite,83,361.6,0.25,22509.6,17864.01,4645.59
2025-07-05,2025,7,Chicago,Small Business,Online,Electronics,Electronics,Nikon D3500 DSLR,81,335.45,0.06,25541.16,20524.19,5016.97
2024-08-28,2024,8,Phoenix,Small Business,Online,Clothing,Clothing,Men's T-Shirt,50,178.37,0.02,8740.13,7315.92,1424.21
2025-06-10,2025,6,New York,Consumer,Online,Electronics,Electronics,iPhone 14 Pro,94,896.32,0.13,73301.05,58854.87,14446.18
2023-02-04,2023,2,Los Angeles,Home Office,Online,Furniture,Furniture,Office Chair,93,558.61,0.22,40521.57,30354.2,10167.37
2024-10-14,2024,10,Phoenix,Home Office,Online,Furniture,Furniture,File Cabinet,2,603.16,0.01,1194.26,761.03,433.23
2025-05-14,2025,5,Phoenix,Small Business,Online,Furniture,Furniture,Standing Desk,18,569.14,0.27,7478.5,4964.26,2514.24
2025-07-13,2025,7,San Jose,Corporate,In-Store,Furniture,Furniture,File Cabinet,87,726.83,0.26,46793.32,39195.3,7598.02
2023-11-03,2023,11,Phoenix,Corporate,Online,Clothing,Clothing,Socks,7,919.27,0.02,6306.19,4142.69,2163.5
2024-12-26,2024,12,San Antonio,Small Business,In-Store,Electronics,Electronics,Kindle Paperwhite,47,173.15,0.12,7161.48,6126.28,1035.2
2025-12-17,2025,12,Dallas,Consumer,In-Store,Office Supplies,Office Supplies,Printer Paper,24,308.55,0.07,6886.84,5171.63,1715.21
2023-06-21,2023,6,Houston,Consumer,In-Store,Clothing,Clothing,Men's T-Shirt,95,80.82,0.13,6679.77,4936.83,1742.94
2023-01-11,2023,1,Dallas,Consumer,Online,Electronics,Electronics,Dell XPS 13,22,264.32,0.13,5059.08,4175.43,883.65
2023-12-22,2023,12,Los Angeles,Home Office,In-Store,Electronics,Electronics,Dell XPS 13,13,992.05,0.23,9930.42,6730.94,3199.48
2024-11-28,2024,11,Los Angeles,Small Business,Online,Clothing,Clothing,Socks,84,188.19,0.12,13911.0,10095.66,3815.34
2023-01-24,2023,1,Houston,Small Business,Online,Electronics,Electronics,Samsung Galaxy S23,55,557.35,0.22,23910.32,14923.38,8986.94
2025-01-30,2025,1,Dallas,Consumer,Online,Furniture,Furniture,Conference Table,78,184.47,0.26,10647.61,9111.36,1536.25
2024-04-02,2024,4,Phoenix,Consumer,Online,Furniture,Furniture,Office Chair,67,284.52,0.02,18681.58,14146.13,4535.45
2024-11-14,2024,11,San Jose,Home Office,In-Store,Electronics,Electronics,iPhone 14 Pro,75,165.91,0.12,10950.06,9153.28,1796.78
2024-02-06,2024,2,Houston,Corporate,Online,Furniture,Furniture,Bookshelf,48,401.02,0.24,14629.21,11670.76,2958.45
2023-01-31,2023,1,San Jose,Corporate,In-Store,Furniture,Furniture,Bookshelf,82,155.02,0.08,11694.71,9840.26,1854.45
2025-08-18,2025,8,San Diego,Corporate,Online,Electronics,Electronics,Nikon D3500 DSLR,33,824.58,0.16,22857.36,18462.24,4395.12
2025-02-21,2025,2,Philadelphia,Corporate,In-Store,Electronics,Electronics,MacBook Pro 16,31,57.85,0.07,1667.82,1070.72,597.1
2023-08-23,2023,8,San Antonio,Small Business,Online,Electronics,Electronics,GoPro HERO11,2,292.62,0.03,567.68,347.16,220.52
2025-11-07,2025,11,Philadelphia,Consumer,Online,Furniture,Furniture,File Cabinet,80,44.68,0.17,2966.75,2539.98,426.77
2025-05-21,2025,5,Phoenix,Small Business,In-Store,Electronics,Electronics,Sony WH-1000XM5,45,840.35,0.04,36303.12,30849.16,5453.96
